Label;Observation;Block;Column;Row;Treatment;Soil;Harvest;Plant_Number
HC_Field_week.16_plant.47_obs2;2;4;10;3;HC;Field;16;47
MAN_Field_week.16_plant.43_obs2;2;4;10;5;MAN;Field;16;43
CHI_Field_week.16_plant.33_obs2;2;4;10;8;CHI;Field;16;33
HC_Pot_week.16_plant.31_obs2;2;4;10;10;HC;Pot;16;31
BSF_Field_week.16_plant.38_obs2;2;4;10;15;BSF;Field;16;38
BSF_Pot_week.16_plant.40_obs2;2;4;10;17;BSF;Pot;16;40
HC_Field_week.16_plant.37_obs2;2;4;11;2;HC;Field;16;37
CO_Pot_week.16_plant.38_obs2;2;4;11;5;CO;Pot;16;38
MW_Pot_week.16_plant.47_obs2;2;4;11;6;MW;Pot;16;47
CHI_Pot_week.16_plant.33_obs2;2;4;11;7;CHI;Pot;16;33
BSF_Pot_week.16_plant.36_obs2;2;4;11;8;BSF;Pot;16;36
CHI_Field_week.16_plant.48_obs2;2;4;11;11;CHI;Field;16;48
HC_Pot_week.16_plant.43_obs2;2;4;11;17;HC;Pot;16;43
MAN_Field_week.16_plant.33_obs2;2;4;12;8;MAN;Field;16;33
MW_Field_week.16_plant.43_obs2;2;4;12;9;MW;Field;16;43
MAN_Field_week.16_plant.36_obs2;2;5;13;5;MAN;Field;16;36
MW_Pot_week.16_plant.41_obs2;2;5;13;7;MW;Pot;16;41
MW_Field_week.16_plant.37_obs2;2;5;13;8;MW;Field;16;37
CO_Field_week.16_plant.32_obs2;2;5;13;9;CO;Field;16;32
CHI_Field_week.16_plant.35_obs2;2;5;13;10;CHI;Field;16;35
MW_Field_week.16_plant.47_obs2;2;5;13;11;MW;Field;16;47
MAN_Pot_week.16_plant.41_obs2;2;5;13;13;MAN;Pot;16;41
BSF_Field_week.16_plant.48_obs2;2;5;13;15;BSF;Field;16;48
MW_Pot_week.16_plant.34_obs2;2;5;14;5;MW;Pot;16;34
BSF_Field_week.16_plant.43_obs2;2;5;14;6;BSF;Field;16;43
HC_Field_week.16_plant.50_obs2;2;5;14;8;HC;Field;16;50
CHI_Field_week.16_plant.31_obs2;2;5;14;11;CHI;Field;16;31
BSF_Pot_week.16_plant.43_obs2;2;5;14;12;BSF;Pot;16;43
CO_Field_week.16_plant.31_obs2;2;5;14;14;CO;Field;16;31
MAN_Field_week.16_plant.47_obs2;2;5;14;17;MAN;Field;16;47
BSF_Pot_week.16_plant.38_obs2;2;5;15;2;BSF;Pot;16;38
HC_Field_week.16_plant.38_obs2;2;5;15;3;HC;Field;16;38
MAN_Pot_week.16_plant.48_obs2;2;5;15;10;MAN;Pot;16;48
CHI_Pot_week.16_plant.45_obs2;2;5;15;11;CHI;Pot;16;45
HC_Pot_week.16_plant.39_obs2;2;5;15;15;HC;Pot;16;39
CO_Pot_week.16_plant.39_obs2;2;5;15;16;CO;Pot;16;39
BSF_Pot_week.16_plant.35_obs2;2;6;16;6;BSF;Pot;16;35
CO_Field_week.16_plant.42_obs2;2;6;16;7;CO;Field;16;42
MAN_Pot_week.16_plant.37_obs2;2;6;16;8;MAN;Pot;16;37
CHI_Field_week.16_plant.50_obs2;2;6;16;10;CHI;Field;16;50
HC_Pot_week.16_plant.44_obs2;2;6;16;11;HC;Pot;16;44
HC_Field_week.16_plant.35_obs2;2;6;16;12;HC;Field;16;35
MAN_Pot_week.16_plant.35_obs2;2;6;16;17;MAN;Pot;16;35
CHI_Field_week.16_plant.34_obs2;2;6;17;2;CHI;Field;16;34
CO_Pot_week.16_plant.44_obs2;2;6;17;3;CO;Pot;16;44
MW_Pot_week.16_plant.38_obs2;2;6;17;4;MW;Pot;16;38
CHI_Pot_week.16_plant.49_obs2;2;6;17;6;CHI;Pot;16;49
HC_Field_week.16_plant.42_obs2;2;6;17;9;HC;Field;16;42
CO_Field_week.16_plant.45_obs2;2;6;17;14;CO;Field;16;45
BSF_Field_week.16_plant.40_obs2;2;6;17;15;BSF;Field;16;40
BSF_Pot_week.16_plant.37_obs2;2;6;17;16;BSF;Pot;16;37
CHI_Field_week.16_plant.46_obs2;2;6;17;17;CHI;Field;16;46
CHI_Pot_week.16_plant.38_obs2;2;6;18;5;CHI;Pot;16;38
MW_Field_week.16_plant.41_obs2;2;6;18;6;MW;Field;16;41
MAN_Field_week.16_plant.49_obs2;2;6;18;7;MAN;Field;16;49
BSF_Field_week.16_plant.35_obs2;2;6;18;10;BSF;Field;16;35
CO_Pot_week.16_plant.48_obs2;2;6;18;12;CO;Pot;16;48
HC_Pot_week.16_plant.47_obs2;2;6;18;14;HC;Pot;16;47
MW_Field_week.16_plant.44_obs2;2;7;19;1;MW;Field;16;44
MAN_Pot_week.16_plant.36_obs2;2;7;19;7;MAN;Pot;16;36
HC_Field_week.16_plant.33_obs2;2;7;19;11;HC;Field;16;33
BSF_Field_week.16_plant.33_obs2;2;7;19;15;BSF;Field;16;33
HC_Pot_week.16_plant.42_obs2;2;7;19;16;HC;Pot;16;42
CO_Field_week.16_plant.50_obs2;2;7;19;17;CO;Field;16;50
CHI_Pot_week.16_plant.40_obs2;2;7;20;1;CHI;Pot;16;40
CO_Field_week.16_plant.47_obs2;2;7;20;3;CO;Field;16;47
HC_Pot_week.16_plant.34_obs2;2;7;20;5;HC;Pot;16;34
MW_Pot_week.16_plant.35_obs2;2;7;20;6;MW;Pot;16;35
CHI_Field_week.16_plant.49_obs2;2;7;20;11;CHI;Field;16;49
MAN_Field_week.16_plant.40_obs2;2;7;20;13;MAN;Field;16;40
MW_Field_week.16_plant.50_obs2;2;7;20;16;MW;Field;16;50
BSF_Pot_week.16_plant.48_obs2;2;7;20;17;BSF;Pot;16;48
BSF_Pot_week.16_plant.46_obs2;2;7;21;5;BSF;Pot;16;46
MAN_Field_week.16_plant.35_obs2;2;7;21;10;MAN;Field;16;35
BSF_Field_week.16_plant.50_obs2;2;7;21;11;BSF;Field;16;50
BSF_Field_week.16_plant.42_obs2;2;7;21;14;BSF;Field;16;42
CO_Field_week.16_plant.43_obs2;2;8;22;6;CO;Field;16;43
HC_Pot_week.16_plant.41_obs2;2;8;22;8;HC;Pot;16;41
CO_Field_week.16_plant.40_obs2;2;8;22;9;CO;Field;16;40
CO_Pot_week.16_plant.31_obs2;2;8;22;11;CO;Pot;16;31
MW_Pot_week.16_plant.31_obs2;2;8;22;12;MW;Pot;16;31
CHI_Field_week.16_plant.45_obs2;2;8;22;14;CHI;Field;16;45
BSF_Pot_week.16_plant.34_obs2;2;8;23;1;BSF;Pot;16;34
MW_Field_week.16_plant.39_obs2;2;8;23;3;MW;Field;16;39
HC_Pot_week.16_plant.33_obs2;2;8;23;13;HC;Pot;16;33
CHI_Field_week.16_plant.42_obs2;2;8;23;16;CHI;Field;16;42
MAN_Pot_week.16_plant.46_obs2;2;8;24;2;MAN;Pot;16;46
CHI_Pot_week.16_plant.34_obs2;2;8;24;3;CHI;Pot;16;34
CHI_Pot_week.16_plant.35_obs2;2;8;24;5;CHI;Pot;16;35
BSF_Pot_week.16_plant.49_obs2;2;8;24;6;BSF;Pot;16;49
HC_Field_week.16_plant.34_obs2;2;8;24;7;HC;Field;16;34
CO_Pot_week.16_plant.33_obs2;2;8;24;9;CO;Pot;16;33
MAN_Pot_week.16_plant.38_obs2;2;8;24;10;MAN;Pot;16;38
MW_Pot_week.16_plant.32_obs2;2;8;24;11;MW;Pot;16;32
BSF_Field_week.16_plant.49_obs2;2;8;24;12;BSF;Field;16;49
MW_Field_week.16_plant.48_obs2;2;8;24;13;MW;Field;16;48
MAN_Field_week.16_plant.48_obs2;2;8;24;14;MAN;Field;16;48
HC_Field_week.16_plant.43_obs2;2;9;25;3;HC;Field;16;43
HC_Pot_week.16_plant.49_obs2;2;9;25;6;HC;Pot;16;49
BSF_Pot_week.16_plant.41_obs2;2;9;25;7;BSF;Pot;16;41
MW_Pot_week.16_plant.45_obs2;2;9;25;11;MW;Pot;16;45
BSF_Pot_week.16_plant.45_obs2;2;9;25;16;BSF;Pot;16;45
CHI_Field_week.16_plant.44_obs2;2;9;25;17;CHI;Field;16;44
CO_Pot_week.16_plant.45_obs2;2;9;26;3;CO;Pot;16;45
CHI_Pot_week.16_plant.32_obs2;2;9;26;5;CHI;Pot;16;32
HC_Pot_week.16_plant.35_obs2;2;9;26;6;HC;Pot;16;35
BSF_Field_week.16_plant.46_obs2;2;9;26;7;BSF;Field;16;46
MW_Field_week.16_plant.45_obs2;2;9;26;10;MW;Field;16;45
BSF_Field_week.16_plant.44_obs2;2;9;26;12;BSF;Field;16;44
CO_Field_week.16_plant.44_obs2;2;9;26;13;CO;Field;16;44
CHI_Pot_week.16_plant.37_obs2;2;9;26;14;CHI;Pot;16;37
MAN_Field_week.16_plant.39_obs2;2;9;26;15;MAN;Field;16;39
MAN_Pot_week.16_plant.34_obs2;2;9;27;4;MAN;Pot;16;34
CO_Pot_week.16_plant.32_obs2;2;9;27;6;CO;Pot;16;32
MAN_Field_week.16_plant.38_obs2;2;9;27;7;MAN;Field;16;38
MW_Field_week.16_plant.40_obs2;2;9;27;8;MW;Field;16;40
HC_Pot_week.16_plant.38_obs2;2;9;27;11;HC;Pot;16;38
CHI_Field_week.16_plant.38_obs2;2;9;27;14;CHI;Field;16;38
CO_Field_week.16_plant.49_obs2;2;9;27;16;CO;Field;16;49
HC_Field_week.16_plant.32_obs2;2;9;27;17;HC;Field;16;32
HC_Pot_week.16_plant.48_obs2;2;10;28;4;HC;Pot;16;48
CO_Pot_week.16_plant.37_obs2;2;10;28;6;CO;Pot;16;37
MAN_Pot_week.16_plant.49_obs2;2;10;28;7;MAN;Pot;16;49
MW_Pot_week.16_plant.40_obs2;2;10;28;15;MW;Pot;16;40
MAN_Field_week.16_plant.31_obs2;2;10;28;16;MAN;Field;16;31
HC_Field_week.16_plant.40_obs2;2;10;28;17;HC;Field;16;40
CHI_Pot_week.16_plant.50_obs2;2;10;29;2;CHI;Pot;16;50
MAN_Field_week.16_plant.44_obs2;2;10;29;3;MAN;Field;16;44
CO_Field_week.16_plant.48_obs2;2;10;29;4;CO;Field;16;48
BSF_Field_week.16_plant.45_obs2;2;10;29;9;BSF;Field;16;45
BSF_Field_week.16_plant.37_obs2;2;10;29;11;BSF;Field;16;37
CO_Pot_week.16_plant.41_obs2;2;10;29;12;CO;Pot;16;41
MW_Field_week.16_plant.46_obs2;2;10;29;15;MW;Field;16;46
CHI_Field_week.16_plant.32_obs2;2;10;29;17;CHI;Field;16;32
MW_Pot_week.16_plant.48_obs2;2;10;30;2;MW;Pot;16;48
CO_Field_week.16_plant.36_obs2;2;10;30;7;CO;Field;16;36
BSF_Pot_week.16_plant.47_obs2;2;10;30;8;BSF;Pot;16;47
HC_Field_week.16_plant.48_obs2;2;10;30;10;HC;Field;16;48
CHI_Field_week.16_plant.47_obs2;2;10;30;11;CHI;Field;16;47
MAN_Pot_week.16_plant.32_obs2;2;10;30;16;MAN;Pot;16;32
MW_Field_week.16_plant.49_obs2;2;10;30;17;MW;Field;16;49
MW_Pot_week.16_plant.37_obs2;2;11;31;5;MW;Pot;16;37
CHI_Field_week.16_plant.43_obs2;2;11;31;12;CHI;Field;16;43
MAN_Field_week.16_plant.37_obs2;2;11;31;13;MAN;Field;16;37
MW_Pot_week.16_plant.39_obs2;2;11;31;15;MW;Pot;16;39
BSF_Field_week.16_plant.36_obs2;2;11;31;16;BSF;Field;16;36
BSF_Pot_week.16_plant.44_obs2;2;11;32;1;BSF;Pot;16;44
HC_Pot_week.16_plant.50_obs2;2;11;32;6;HC;Pot;16;50
CHI_Pot_week.16_plant.46_obs2;2;11;32;8;CHI;Pot;16;46
BSF_Pot_week.16_plant.33_obs2;2;11;32;13;BSF;Pot;16;33
MAN_Pot_week.16_plant.39_obs2;2;11;32;15;MAN;Pot;16;39
MAN_Pot_week.16_plant.31_obs2;2;11;32;16;MAN;Pot;16;31
HC_Field_week.16_plant.45_obs2;2;11;33;1;HC;Field;16;45
MW_Field_week.16_plant.32_obs2;2;11;33;2;MW;Field;16;32
CO_Pot_week.16_plant.35_obs2;2;11;33;3;CO;Pot;16;35
CHI_Pot_week.16_plant.42_obs2;2;11;33;4;CHI;Pot;16;42
CO_Field_week.16_plant.58_obs2;2;11;33;12;CO;Field;16;58
CHI_Pot_week.16_plant.61_obs2;2;11;33;17;CHI;Pot;16;61
MW_Pot_week.16_plant.46_obs2;2;12;34;1;MW;Pot;16;46
MAN_Field_week.16_plant.67_obs2;2;12;34;3;MAN;Field;16;67
BSF_Pot_week.16_plant.50_obs2;2;12;34;4;BSF;Pot;16;50
BSF_Field_week.16_plant.31_obs2;2;12;34;5;BSF;Field;16;31
HC_Pot_week.16_plant.40_obs2;2;12;34;6;HC;Pot;16;40
MAN_Pot_week.16_plant.56_obs2;2;12;34;9;MAN;Pot;16;56
MW_Field_week.16_plant.35_obs2;2;12;34;10;MW;Field;16;35
MW_Field_week.16_plant.64_obs2;2;12;34;11;MW;Field;16;64
MAN_Field_week.16_plant.45_obs2;2;12;34;13;MAN;Field;16;45
CO_Pot_week.16_plant.43_obs2;2;12;34;14;CO;Pot;16;43
CO_Field_week.16_plant.35_obs2;2;12;35;1;CO;Field;16;35
HC_Pot_week.16_plant.56_obs2;2;12;35;4;HC;Pot;16;56
CHI_Pot_week.16_plant.39_obs2;2;12;35;7;CHI;Pot;16;39
HC_Field_week.16_plant.54_obs2;2;12;35;13;HC;Field;16;54
CHI_Field_week.16_plant.39_obs2;2;12;36;1;CHI;Field;16;39
MAN_Field_week.16_plant.63_obs2;2;12;36;3;MAN;Field;16;63
CO_Pot_week.16_plant.42_obs2;2;12;36;5;CO;Pot;16;42
BSF_Pot_week.16_plant.52_obs2;2;12;36;11;BSF;Pot;16;52
CHI_Field_week.16_plant.53_obs2;2;12;36;15;CHI;Field;16;53
MW_Pot_week.16_plant.68_obs2;2;12;36;16;MW;Pot;16;68
HC_Pot_week.16_plant.54_obs2;2;13;37;1;HC;Pot;16;54
CO_Pot_week.16_plant.50_obs2;2;13;37;2;CO;Pot;16;50
BSF_Field_week.16_plant.64_obs2;2;13;37;3;BSF;Field;16;64
CO_Field_week.16_plant.68_obs2;2;13;37;4;CO;Field;16;68
BSF_Field_week.16_plant.67_obs2;2;13;37;9;BSF;Field;16;67
MAN_Pot_week.16_plant.61_obs2;2;13;37;10;MAN;Pot;16;61
MW_Field_week.16_plant.33_obs2;2;13;37;11;MW;Field;16;33
CO_Field_week.16_plant.51_obs2;2;13;37;12;CO;Field;16;51
BSF_Pot_week.16_plant.51_obs2;2;13;38;1;BSF;Pot;16;51
CHI_Pot_week.16_plant.69_obs2;2;13;38;6;CHI;Pot;16;69
BSF_Pot_week.16_plant.70_obs2;2;13;38;11;BSF;Pot;16;70
CHI_Field_week.16_plant.62_obs2;2;13;38;14;CHI;Field;16;62
MW_Field_week.16_plant.65_obs2;2;13;38;15;MW;Field;16;65
MAN_Pot_week.16_plant.64_obs2;2;13;38;16;MAN;Pot;16;64
MW_Pot_week.16_plant.55_obs2;2;13;39;5;MW;Pot;16;55
CHI_Pot_week.16_plant.58_obs2;2;13;39;9;CHI;Pot;16;58
CO_Pot_week.16_plant.58_obs2;2;13;39;15;CO;Pot;16;58
MW_Pot_week.16_plant.44_obs3;3;1;1;1;MW;Pot;16;44
MAN_Field_week.16_plant.46_obs3;3;1;1;8;MAN;Field;16;46
HC_Field_week.16_plant.46_obs3;3;1;1;11;HC;Field;16;46
CHI_Pot_week.16_plant.43_obs3;3;1;1;12;CHI;Pot;16;43
BSF_Field_week.16_plant.41_obs3;3;1;1;13;BSF;Field;16;41
HC_Pot_week.16_plant.37_obs3;3;1;1;16;HC;Pot;16;37
CO_Pot_week.16_plant.46_obs3;3;1;1;17;CO;Pot;16;46
MW_Pot_week.16_plant.36_obs3;3;1;2;2;MW;Pot;16;36
MW_Field_week.16_plant.38_obs3;3;1;2;4;MW;Field;16;38
BSF_Pot_week.16_plant.39_obs3;3;1;2;5;BSF;Pot;16;39
CO_Pot_week.16_plant.34_obs3;3;1;2;9;CO;Pot;16;34
CHI_Pot_week.16_plant.48_obs3;3;1;2;13;CHI;Pot;16;48
MAN_Pot_week.16_plant.47_obs3;3;1;2;14;MAN;Pot;16;47
HC_Field_week.16_plant.41_obs3;3;1;2;16;HC;Field;16;41
CHI_Field_week.16_plant.41_obs3;3;1;3;1;CHI;Field;16;41
CO_Pot_week.16_plant.36_obs3;3;1;3;4;CO;Pot;16;36
MW_Field_week.16_plant.31_obs3;3;1;3;12;MW;Field;16;31
CO_Field_week.16_plant.37_obs3;3;2;4;4;CO;Field;16;37
MW_Pot_week.16_plant.50_obs3;3;2;4;7;MW;Pot;16;50
CO_Field_week.16_plant.46_obs3;3;2;4;8;CO;Field;16;46
MAN_Pot_week.16_plant.42_obs3;3;2;4;11;MAN;Pot;16;42
CO_Pot_week.16_plant.40_obs3;3;2;4;12;CO;Pot;16;40
MW_Pot_week.16_plant.49_obs3;3;2;4;15;MW;Pot;16;49
HC_Field_week.16_plant.31_obs3;3;2;4;16;HC;Field;16;31
BSF_Pot_week.16_plant.31_obs3;3;2;5;2;BSF;Pot;16;31
MW_Field_week.16_plant.42_obs3;3;2;5;11;MW;Field;16;42
CHI_Pot_week.16_plant.41_obs3;3;2;5;14;CHI;Pot;16;41
HC_Pot_week.16_plant.46_obs3;3;2;5;15;HC;Pot;16;46
MAN_Pot_week.16_plant.50_obs3;3;2;6;1;MAN;Pot;16;50
MAN_Field_week.16_plant.50_obs3;3;2;6;2;MAN;Field;16;50
HC_Pot_week.16_plant.36_obs3;3;2;6;4;HC;Pot;16;36
CHI_Field_week.16_plant.40_obs3;3;2;6;7;CHI;Field;16;40
BSF_Field_week.16_plant.34_obs3;3;2;6;8;BSF;Field;16;34
CO_Pot_week.16_plant.47_obs3;3;2;6;11;CO;Pot;16;47
CHI_Pot_week.16_plant.47_obs3;3;2;6;15;CHI;Pot;16;47
BSF_Pot_week.16_plant.32_obs3;3;3;7;5;BSF;Pot;16;32
CO_Field_week.16_plant.38_obs3;3;3;7;9;CO;Field;16;38
BSF_Field_week.16_plant.32_obs3;3;3;7;11;BSF;Field;16;32
CHI_Field_week.16_plant.36_obs3;3;3;7;13;CHI;Field;16;36
CHI_Field_week.16_plant.37_obs3;3;3;7;15;CHI;Field;16;37
HC_Pot_week.16_plant.45_obs3;3;3;7;16;HC;Pot;16;45
HC_Field_week.16_plant.49_obs3;3;3;8;4;HC;Field;16;49
HC_Pot_week.16_plant.32_obs3;3;3;8;6;HC;Pot;16;32
MW_Field_week.16_plant.36_obs3;3;3;8;8;MW;Field;16;36
MAN_Field_week.16_plant.41_obs3;3;3;8;11;MAN;Field;16;41
CHI_Pot_week.16_plant.36_obs3;3;3;8;12;CHI;Pot;16;36
CO_Field_week.16_plant.33_obs3;3;3;8;13;CO;Field;16;33
CHI_Pot_week.16_plant.31_obs3;3;3;8;14;CHI;Pot;16;31
CHI_Pot_week.16_plant.44_obs3;3;3;8;15;CHI;Pot;16;44
CO_Field_week.16_plant.41_obs3;3;3;8;16;CO;Field;16;41
MAN_Field_week.16_plant.32_obs3;3;3;8;17;MAN;Field;16;32
CO_Pot_week.16_plant.49_obs3;3;3;9;1;CO;Pot;16;49
MAN_Pot_week.16_plant.40_obs3;3;3;9;2;MAN;Pot;16;40
MW_Pot_week.16_plant.43_obs3;3;3;9;11;MW;Pot;16;43
BSF_Pot_week.16_plant.42_obs3;3;3;9;13;BSF;Pot;16;42
MAN_Pot_week.16_plant.43_obs3;3;3;9;15;MAN;Pot;16;43
MAN_Pot_week.16_plant.33_obs3;3;4;10;1;MAN;Pot;16;33
HC_Field_week.16_plant.47_obs3;3;4;10;3;HC;Field;16;47
MAN_Field_week.16_plant.43_obs3;3;4;10;5;MAN;Field;16;43
CHI_Field_week.16_plant.33_obs3;3;4;10;8;CHI;Field;16;33
HC_Pot_week.16_plant.31_obs3;3;4;10;10;HC;Pot;16;31
BSF_Field_week.16_plant.38_obs3;3;4;10;15;BSF;Field;16;38
BSF_Pot_week.16_plant.40_obs3;3;4;10;17;BSF;Pot;16;40
HC_Field_week.16_plant.37_obs3;3;4;11;2;HC;Field;16;37
MW_Pot_week.16_plant.47_obs3;3;4;11;6;MW;Pot;16;47
CHI_Pot_week.16_plant.33_obs3;3;4;11;7;CHI;Pot;16;33
BSF_Pot_week.16_plant.36_obs3;3;4;11;8;BSF;Pot;16;36
CHI_Field_week.16_plant.48_obs3;3;4;11;11;CHI;Field;16;48
HC_Pot_week.16_plant.43_obs3;3;4;11;17;HC;Pot;16;43
MAN_Field_week.16_plant.33_obs3;3;4;12;8;MAN;Field;16;33
MW_Field_week.16_plant.43_obs3;3;4;12;9;MW;Field;16;43
MW_Pot_week.16_plant.41_obs3;3;5;13;7;MW;Pot;16;41
MW_Field_week.16_plant.37_obs3;3;5;13;8;MW;Field;16;37
CO_Field_week.16_plant.32_obs3;3;5;13;9;CO;Field;16;32
CHI_Field_week.16_plant.35_obs3;3;5;13;10;CHI;Field;16;35
MW_Field_week.16_plant.47_obs3;3;5;13;11;MW;Field;16;47
MAN_Pot_week.16_plant.41_obs3;3;5;13;13;MAN;Pot;16;41
BSF_Field_week.16_plant.48_obs3;3;5;13;15;BSF;Field;16;48
MW_Pot_week.16_plant.34_obs3;3;5;14;5;MW;Pot;16;34
BSF_Field_week.16_plant.43_obs3;3;5;14;6;BSF;Field;16;43
HC_Field_week.16_plant.50_obs3;3;5;14;8;HC;Field;16;50
CHI_Field_week.16_plant.31_obs3;3;5;14;11;CHI;Field;16;31
BSF_Pot_week.16_plant.43_obs3;3;5;14;12;BSF;Pot;16;43
CO_Field_week.16_plant.31_obs3;3;5;14;14;CO;Field;16;31
MAN_Field_week.16_plant.47_obs3;3;5;14;17;MAN;Field;16;47
BSF_Pot_week.16_plant.38_obs3;3;5;15;2;BSF;Pot;16;38
HC_Field_week.16_plant.38_obs3;3;5;15;3;HC;Field;16;38
MAN_Pot_week.16_plant.48_obs3;3;5;15;10;MAN;Pot;16;48
CHI_Pot_week.16_plant.45_obs3;3;5;15;11;CHI;Pot;16;45
HC_Pot_week.16_plant.39_obs3;3;5;15;15;HC;Pot;16;39
CO_Pot_week.16_plant.39_obs3;3;5;15;16;CO;Pot;16;39
BSF_Pot_week.16_plant.35_obs3;3;6;16;6;BSF;Pot;16;35
CO_Field_week.16_plant.42_obs3;3;6;16;7;CO;Field;16;42
MAN_Pot_week.16_plant.37_obs3;3;6;16;8;MAN;Pot;16;37
CHI_Field_week.16_plant.50_obs3;3;6;16;10;CHI;Field;16;50
HC_Pot_week.16_plant.44_obs3;3;6;16;11;HC;Pot;16;44
HC_Field_week.16_plant.35_obs3;3;6;16;12;HC;Field;16;35
CHI_Field_week.16_plant.34_obs3;3;6;17;2;CHI;Field;16;34
CO_Pot_week.16_plant.44_obs3;3;6;17;3;CO;Pot;16;44
MW_Pot_week.16_plant.38_obs3;3;6;17;4;MW;Pot;16;38
CHI_Pot_week.16_plant.49_obs3;3;6;17;6;CHI;Pot;16;49
HC_Field_week.16_plant.42_obs3;3;6;17;9;HC;Field;16;42
CO_Field_week.16_plant.45_obs3;3;6;17;14;CO;Field;16;45
BSF_Field_week.16_plant.40_obs3;3;6;17;15;BSF;Field;16;40
BSF_Pot_week.16_plant.37_obs3;3;6;17;16;BSF;Pot;16;37
CHI_Field_week.16_plant.46_obs3;3;6;17;17;CHI;Field;16;46
CHI_Pot_week.16_plant.38_obs3;3;6;18;5;CHI;Pot;16;38
MW_Field_week.16_plant.41_obs3;3;6;18;6;MW;Field;16;41
MAN_Field_week.16_plant.49_obs3;3;6;18;7;MAN;Field;16;49
BSF_Field_week.16_plant.35_obs3;3;6;18;10;BSF;Field;16;35
CO_Pot_week.16_plant.48_obs3;3;6;18;12;CO;Pot;16;48
HC_Pot_week.16_plant.47_obs3;3;6;18;14;HC;Pot;16;47
MW_Field_week.16_plant.44_obs3;3;7;19;1;MW;Field;16;44
MAN_Pot_week.16_plant.36_obs3;3;7;19;7;MAN;Pot;16;36
HC_Field_week.16_plant.33_obs3;3;7;19;11;HC;Field;16;33
BSF_Field_week.16_plant.33_obs3;3;7;19;15;BSF;Field;16;33
HC_Pot_week.16_plant.42_obs3;3;7;19;16;HC;Pot;16;42
CO_Field_week.16_plant.50_obs3;3;7;19;17;CO;Field;16;50
CHI_Pot_week.16_plant.40_obs3;3;7;20;1;CHI;Pot;16;40
CO_Field_week.16_plant.47_obs3;3;7;20;3;CO;Field;16;47
HC_Pot_week.16_plant.34_obs3;3;7;20;5;HC;Pot;16;34
MW_Pot_week.16_plant.35_obs3;3;7;20;6;MW;Pot;16;35
CHI_Field_week.16_plant.49_obs3;3;7;20;11;CHI;Field;16;49
MAN_Field_week.16_plant.40_obs3;3;7;20;13;MAN;Field;16;40
MW_Field_week.16_plant.50_obs3;3;7;20;16;MW;Field;16;50
BSF_Pot_week.16_plant.48_obs3;3;7;20;17;BSF;Pot;16;48
BSF_Pot_week.16_plant.46_obs3;3;7;21;5;BSF;Pot;16;46
MW_Pot_week.16_plant.42_obs3;3;7;21;7;MW;Pot;16;42
MAN_Field_week.16_plant.35_obs3;3;7;21;10;MAN;Field;16;35
BSF_Field_week.16_plant.42_obs3;3;7;21;14;BSF;Field;16;42
CO_Field_week.16_plant.43_obs3;3;8;22;6;CO;Field;16;43
HC_Pot_week.16_plant.41_obs3;3;8;22;8;HC;Pot;16;41
CO_Field_week.16_plant.40_obs3;3;8;22;9;CO;Field;16;40
CO_Pot_week.16_plant.31_obs3;3;8;22;11;CO;Pot;16;31
MW_Pot_week.16_plant.31_obs3;3;8;22;12;MW;Pot;16;31
CHI_Field_week.16_plant.45_obs3;3;8;22;14;CHI;Field;16;45
BSF_Pot_week.16_plant.34_obs3;3;8;23;1;BSF;Pot;16;34
MW_Field_week.16_plant.39_obs3;3;8;23;3;MW;Field;16;39
HC_Pot_week.16_plant.33_obs3;3;8;23;13;HC;Pot;16;33
CHI_Field_week.16_plant.42_obs3;3;8;23;16;CHI;Field;16;42
MAN_Pot_week.16_plant.46_obs3;3;8;24;2;MAN;Pot;16;46
CHI_Pot_week.16_plant.34_obs3;3;8;24;3;CHI;Pot;16;34
CHI_Pot_week.16_plant.35_obs3;3;8;24;5;CHI;Pot;16;35
BSF_Pot_week.16_plant.49_obs3;3;8;24;6;BSF;Pot;16;49
HC_Field_week.16_plant.34_obs3;3;8;24;7;HC;Field;16;34
CO_Pot_week.16_plant.33_obs3;3;8;24;9;CO;Pot;16;33
MAN_Pot_week.16_plant.38_obs3;3;8;24;10;MAN;Pot;16;38
MW_Pot_week.16_plant.32_obs3;3;8;24;11;MW;Pot;16;32
BSF_Field_week.16_plant.49_obs3;3;8;24;12;BSF;Field;16;49
MW_Field_week.16_plant.48_obs3;3;8;24;13;MW;Field;16;48
MAN_Field_week.16_plant.48_obs3;3;8;24;14;MAN;Field;16;48
MW_Pot_week.16_plant.45_obs3;3;9;25;11;MW;Pot;16;45
BSF_Pot_week.16_plant.45_obs3;3;9;25;16;BSF;Pot;16;45
CHI_Field_week.16_plant.44_obs3;3;9;25;17;CHI;Field;16;44
CO_Pot_week.16_plant.45_obs3;3;9;26;3;CO;Pot;16;45
CHI_Pot_week.16_plant.32_obs3;3;9;26;5;CHI;Pot;16;32
HC_Pot_week.16_plant.35_obs3;3;9;26;6;HC;Pot;16;35
BSF_Field_week.16_plant.46_obs3;3;9;26;7;BSF;Field;16;46
MW_Field_week.16_plant.45_obs3;3;9;26;10;MW;Field;16;45
BSF_Field_week.16_plant.44_obs3;3;9;26;12;BSF;Field;16;44
CO_Field_week.16_plant.44_obs3;3;9;26;13;CO;Field;16;44
CHI_Pot_week.16_plant.37_obs3;3;9;26;14;CHI;Pot;16;37
